TransID,Date,PlantID,ItemType,InQty,OutQty,ReferenceType,ReferenceID
IT01343,15-04-2025,P003,RM,3063,0,Sale,REF185
IT01344,28-04-2025,P002,RM,1279,0,Purchase,REF375
IT01345,26-05-2025,P002,FG,4516,0,Sale,REF121
IT01346,07-04-2025,P003,FG,2047,0,Purchase,REF271
IT01347,07-04-2025,P002,RM,2405,0,Sale,REF632
IT01348,01-04-2025,P001,FG,344,0,Production,REF1027
IT01349,23-04-2025,P002,FG,648,0,Sale,REF34
IT01350,29-06-2025,P002,RM,1991,0,Purchase,REF722
IT01351,08-05-2025,P001,FG,4669,0,Production,REF1459
IT01352,08-02-2025,P001,RM,3277,0,Purchase,REF877
IT01353,14-04-2025,P002,FG,314,0,Production,REF1199
IT01354,06-04-2025,P003,FG,603,0,Sale,REF993
IT01355,13-01-2025,P002,RM,1426,0,Sale,REF1075
IT01356,12-02-2025,P002,RM,3169,0,Purchase,REF787
IT01357,19-01-2025,P002,FG,3415,0,Purchase,REF388
IT01358,06-06-2025,P003,RM,2824,0,Sale,REF1236
IT01359,25-02-2025,P002,FG,4490,0,Production,REF1139
IT01360,07-05-2025,P002,RM,4216,0,Production,REF889
IT01361,01-02-2025,P001,FG,101,0,Sale,REF354
IT01362,06-03-2025,P003,RM,400,0,Purchase,REF671
IT01363,16-05-2025,P003,RM,1639,0,Sale,REF174
IT01364,14-04-2025,P001,RM,1267,0,Purchase,REF137
IT01365,13-01-2025,P003,FG,2372,0,Production,REF301
IT01366,16-06-2025,P003,RM,551,0,Purchase,REF583
IT01367,25-02-2025,P002,RM,4620,0,Purchase,REF419
IT01368,07-05-2025,P002,RM,4231,0,Sale,REF1114
IT01369,09-01-2025,P003,FG,3850,0,Sale,REF671
IT01370,10-02-2025,P003,RM,3143,0,Production,REF24
IT01371,15-01-2025,P003,RM,2699,0,Purchase,REF690
IT01372,26-05-2025,P002,FG,1901,0,Production,REF1247
IT01373,24-05-2025,P003,FG,838,0,Purchase,REF1165
IT01374,16-06-2025,P002,FG,4466,0,Sale,REF270
IT01375,02-05-2025,P003,FG,35,0,Purchase,REF1287
IT01376,07-06-2025,P002,FG,22,0,Purchase,REF1078
IT01377,27-03-2025,P002,RM,3527,0,Sale,REF1315
IT01378,21-03-2025,P001,FG,2378,0,Production,REF528
IT01379,23-03-2025,P001,RM,987,0,Sale,REF398
IT01380,14-04-2025,P001,RM,3949,0,Purchase,REF1017
IT01381,20-02-2025,P003,RM,4015,0,Purchase,REF1017
IT01382,27-02-2025,P002,RM,2864,0,Sale,REF1359
IT01383,07-02-2025,P003,FG,1469,0,Sale,REF1196
IT01384,01-06-2025,P001,FG,4895,0,Purchase,REF431
IT01385,18-02-2025,P002,RM,3765,0,Production,REF636
IT01386,15-03-2025,P003,RM,2253,0,Production,REF1011
IT01387,24-04-2025,P003,FG,3532,0,Purchase,REF462
IT01388,02-01-2025,P003,FG,2582,0,Production,REF659
IT01389,19-01-2025,P002,RM,624,0,Sale,REF1142
IT01390,04-05-2025,P003,RM,2926,0,Sale,REF341
IT01391,30-03-2025,P001,FG,4409,0,Production,REF786
IT01392,10-01-2025,P003,RM,1577,0,Sale,REF726
IT01393,30-03-2025,P002,RM,4168,0,Sale,REF196
IT01394,08-03-2025,P002,FG,2629,0,Sale,REF750
IT01395,20-06-2025,P001,FG,2038,0,Purchase,REF1325
IT01396,01-01-2025,P001,FG,4029,0,Purchase,REF1204
IT01397,21-03-2025,P002,FG,2013,0,Purchase,REF1106
IT01398,05-03-2025,P003,RM,2263,0,Purchase,REF167
IT01399,24-06-2025,P001,FG,4420,0,Production,REF329
IT01400,12-05-2025,P002,FG,326,0,Sale,REF571
IT01401,17-05-2025,P003,RM,172,0,Purchase,REF803
IT01402,05-06-2025,P003,FG,2635,0,Purchase,REF783
IT01403,03-06-2025,P001,RM,2314,0,Sale,REF485
IT01404,03-02-2025,P001,RM,2806,0,Purchase,REF1239
IT01405,09-03-2025,P001,RM,3837,0,Production,REF999
IT01406,04-06-2025,P003,FG,348,0,Purchase,REF1222
IT01407,23-06-2025,P003,RM,1377,0,Sale,REF1433
IT01408,27-06-2025,P003,FG,759,0,Purchase,REF162
IT01409,24-06-2025,P001,FG,752,0,Production,REF206
IT01410,18-05-2025,P002,FG,788,0,Sale,REF97
IT01411,13-04-2025,P001,RM,2809,0,Sale,REF245
IT01412,17-06-2025,P002,RM,912,0,Production,REF932
IT01413,05-01-2025,P002,RM,1301,0,Sale,REF964
IT01414,03-05-2025,P002,FG,57,0,Sale,REF571
IT01415,28-06-2025,P001,RM,2427,0,Sale,REF403
IT01416,17-01-2025,P002,FG,654,0,Sale,REF151
IT01417,04-03-2025,P003,FG,4688,0,Production,REF996
IT01418,03-02-2025,P002,RM,3174,0,Purchase,REF670
IT01419,01-01-2025,P002,RM,4720,0,Purchase,REF283
IT01420,17-05-2025,P002,RM,3148,0,Purchase,REF766
IT01421,25-04-2025,P001,RM,3982,0,Production,REF1059
IT01422,26-03-2025,P001,FG,3287,0,Purchase,REF86
IT01423,03-03-2025,P002,RM,3245,0,Production,REF91
IT01424,14-06-2025,P001,FG,1058,0,Production,REF17
IT01425,31-01-2025,P001,RM,4464,0,Sale,REF90
IT01426,12-02-2025,P001,RM,4852,0,Sale,REF60
IT01427,04-02-2025,P001,FG,1172,0,Production,REF324
IT01428,05-04-2025,P003,FG,1638,0,Sale,REF1224
IT01429,29-01-2025,P003,RM,3003,0,Production,REF86
IT01430,21-04-2025,P001,RM,405,0,Production,REF715
IT01431,19-06-2025,P002,FG,4038,0,Production,REF1291
IT01432,12-01-2025,P002,FG,4837,0,Sale,REF1141
IT01433,27-06-2025,P002,FG,4955,0,Purchase,REF1053
IT01434,23-05-2025,P001,RM,741,0,Sale,REF1123
IT01435,31-03-2025,P003,FG,4876,0,Sale,REF433
IT01436,26-03-2025,P002,FG,2321,0,Purchase,REF344
IT01437,08-02-2025,P001,FG,4891,0,Sale,REF1014
IT01438,29-06-2025,P002,FG,428,0,Purchase,REF481
IT01439,18-04-2025,P001,FG,3345,0,Sale,REF867
IT01440,03-01-2025,P002,FG,249,0,Sale,REF316
IT01441,05-01-2025,P001,RM,3453,0,Production,REF129
IT01442,04-04-2025,P001,RM,2998,0,Production,REF408
IT01443,23-04-2025,P001,RM,35,0,Production,REF1018
IT01444,19-04-2025,P001,FG,769,0,Sale,REF902
IT01445,06-04-2025,P001,RM,4686,0,Production,REF619
IT01446,04-03-2025,P003,FG,614,0,Production,REF906
IT01447,15-01-2025,P003,FG,4646,0,Production,REF1499
IT01448,25-01-2025,P003,FG,2993,0,Sale,REF958
IT01449,23-03-2025,P003,FG,4780,0,Purchase,REF1173
IT01450,13-06-2025,P003,FG,654,0,Production,REF616
IT01451,24-02-2025,P002,FG,3314,0,Production,REF253
IT01452,19-02-2025,P002,FG,4536,0,Production,REF1285
IT01453,12-04-2025,P003,RM,4583,0,Production,REF1407
IT01454,17-02-2025,P001,FG,3839,0,Production,REF1498
IT01455,09-03-2025,P001,RM,726,0,Sale,REF206
IT01456,11-02-2025,P001,FG,4617,0,Production,REF1002
IT01457,18-02-2025,P001,FG,1981,0,Purchase,REF1398
IT01458,25-05-2025,P002,FG,1091,0,Production,REF82
IT01459,04-02-2025,P002,RM,1524,0,Purchase,REF809
IT01460,08-06-2025,P003,RM,3769,0,Production,REF339
IT01461,02-03-2025,P003,RM,3598,0,Purchase,REF1477
IT01462,16-06-2025,P001,RM,4382,0,Purchase,REF489
IT01463,28-05-2025,P001,FG,1493,0,Sale,REF1
IT01464,07-06-2025,P001,RM,534,0,Purchase,REF1058
IT01465,05-02-2025,P001,FG,2284,0,Production,REF1352
IT01466,01-06-2025,P003,RM,578,0,Sale,REF19
IT01467,24-03-2025,P001,FG,3958,0,Production,REF1414
IT01468,10-04-2025,P001,FG,2802,0,Production,REF894
IT01469,09-06-2025,P001,RM,4656,0,Sale,REF453
IT01470,01-01-2025,P003,FG,1018,0,Production,REF504
IT01471,17-02-2025,P002,RM,1748,0,Purchase,REF1010
IT01472,30-04-2025,P001,RM,3681,0,Purchase,REF849
IT01473,12-04-2025,P002,FG,4147,0,Sale,REF980
IT01474,01-01-2025,P001,FG,231,0,Purchase,REF488
IT01475,27-03-2025,P003,FG,3100,0,Purchase,REF1278
IT01476,04-02-2025,P003,FG,4124,0,Purchase,REF1491
IT01477,18-03-2025,P003,RM,307,0,Purchase,REF1016
IT01478,22-06-2025,P003,FG,2213,0,Production,REF752
IT01479,20-04-2025,P002,FG,4147,0,Purchase,REF761
IT01480,21-04-2025,P001,RM,4662,0,Purchase,REF502
IT01481,11-05-2025,P003,FG,3316,0,Sale,REF827
IT01482,19-01-2025,P002,FG,2149,0,Production,REF646
IT01483,15-06-2025,P003,RM,4874,0,Purchase,REF1071
IT01484,28-06-2025,P003,FG,1782,0,Sale,REF1177
IT01485,03-06-2025,P001,FG,4437,0,Sale,REF1447
IT01486,09-01-2025,P003,FG,4145,0,Production,REF30
IT01487,29-06-2025,P003,RM,2310,0,Purchase,REF854
IT01488,25-02-2025,P001,RM,3575,0,Sale,REF456
IT01489,08-04-2025,P001,RM,4837,0,Purchase,REF322
IT01490,17-05-2025,P003,RM,4489,0,Sale,REF214
IT01491,24-05-2025,P002,RM,2699,0,Production,REF34
IT01492,16-02-2025,P003,FG,33,0,Production,REF1432
IT01493,19-02-2025,P003,FG,1338,0,Production,REF615
IT01494,29-03-2025,P002,FG,1414,0,Sale,REF1033
IT01495,12-05-2025,P003,RM,4027,0,Purchase,REF420
IT01496,14-06-2025,P003,FG,3688,0,Purchase,REF676
IT01497,18-01-2025,P002,RM,4478,0,Production,REF1429
IT01498,28-06-2025,P003,FG,631,0,Sale,REF1316
IT01499,20-03-2025,P002,FG,3031,0,Production,REF51
IT01500,20-04-2025,P003,FG,2658,0,Sale,REF552
IT01501,19-02-2025,P003,RM,4647,0,Purchase,REF1272
IT01502,21-02-2025,P002,RM,3643,0,Purchase,REF1113
IT01503,06-02-2025,P002,RM,486,0,Production,REF821
IT01504,26-01-2025,P002,FG,1084,0,Production,REF653
IT01505,15-04-2025,P002,FG,3683,0,Production,REF1363
IT01506,24-03-2025,P002,FG,4282,0,Production,REF722
IT01507,07-03-2025,P002,FG,818,0,Production,REF12
IT01508,09-04-2025,P003,FG,56,0,Production,REF1068
IT01509,03-02-2025,P002,RM,3399,0,Production,REF147
IT01510,01-04-2025,P002,FG,3397,0,Purchase,REF316
IT01511,19-03-2025,P002,RM,1434,0,Sale,REF1206
IT01512,02-01-2025,P001,RM,3869,0,Purchase,REF1084
IT01513,20-04-2025,P001,RM,3330,0,Production,REF963
IT01514,26-04-2025,P001,RM,343,0,Production,REF398
IT01515,10-03-2025,P001,RM,373,0,Sale,REF1317
IT01516,14-02-2025,P001,FG,3368,0,Sale,REF100
IT01517,27-02-2025,P001,FG,4428,0,Sale,REF142
IT01518,21-06-2025,P003,RM,1741,0,Sale,REF888
IT01519,02-05-2025,P003,FG,542,0,Sale,REF998
IT01520,28-03-2025,P001,FG,1105,0,Purchase,REF430
IT01521,06-06-2025,P002,RM,2970,0,Production,REF651
IT01522,22-02-2025,P002,FG,346,0,Sale,REF1008
IT01523,04-01-2025,P003,FG,2450,0,Production,REF1312
IT01524,06-03-2025,P003,RM,1824,0,Production,REF1198
IT01525,05-02-2025,P003,FG,4493,0,Purchase,REF346
IT01526,07-02-2025,P003,RM,2055,0,Purchase,REF185
IT01527,03-06-2025,P001,FG,2898,0,Sale,REF575
IT01528,18-02-2025,P002,RM,143,0,Purchase,REF466
IT01529,23-04-2025,P003,FG,789,0,Production,REF586
IT01530,28-04-2025,P002,FG,4362,0,Purchase,REF1345
IT01531,12-05-2025,P002,FG,2529,0,Sale,REF1071
IT01532,01-01-2025,P003,RM,1302,0,Sale,REF656
IT01533,28-06-2025,P003,FG,4259,0,Purchase,REF1169
IT01534,04-03-2025,P003,RM,3442,0,Purchase,REF880
IT01535,21-05-2025,P002,FG,255,0,Purchase,REF941
IT01536,16-03-2025,P003,RM,3440,0,Purchase,REF909
IT01537,09-04-2025,P002,RM,1576,0,Sale,REF438
IT01538,24-01-2025,P003,RM,708,0,Production,REF1108
IT01539,17-03-2025,P001,FG,4101,0,Production,REF697
IT01540,17-04-2025,P003,RM,4613,0,Production,REF313
IT01541,28-04-2025,P003,RM,1929,0,Purchase,REF1339
IT01542,26-04-2025,P003,RM,3881,0,Purchase,REF351
IT01543,23-06-2025,P003,RM,1867,0,Purchase,REF1451
IT01544,11-03-2025,P003,FG,3509,0,Purchase,REF1375
IT01545,30-04-2025,P002,FG,4523,0,Sale,REF532
IT01546,18-04-2025,P002,FG,578,0,Production,REF415
IT01547,20-01-2025,P003,RM,4860,0,Production,REF431
IT01548,17-01-2025,P002,RM,3791,0,Production,REF1012
IT01549,23-05-2025,P003,FG,4935,0,Production,REF1045
IT01550,12-02-2025,P002,RM,4985,0,Sale,REF540
IT01551,24-04-2025,P002,RM,4509,0,Sale,REF47
IT01552,25-06-2025,P002,FG,1274,0,Purchase,REF310
IT01553,13-04-2025,P003,RM,1948,0,Purchase,REF235
IT01554,11-06-2025,P002,RM,4936,0,Sale,REF1120
IT01555,26-05-2025,P003,FG,817,0,Sale,REF202
IT01556,07-01-2025,P003,FG,4184,0,Purchase,REF823
IT01557,10-01-2025,P001,RM,3178,0,Production,REF1201
IT01558,04-05-2025,P001,RM,1080,0,Production,REF1134
IT01559,27-02-2025,P002,FG,4970,0,Sale,REF623
IT01560,12-01-2025,P001,FG,4976,0,Purchase,REF862
IT01561,28-04-2025,P003,FG,4020,0,Sale,REF1495
IT01562,28-03-2025,P002,FG,1845,0,Purchase,REF998
IT01563,26-01-2025,P001,RM,3622,0,Purchase,REF662
IT01564,11-06-2025,P001,FG,2697,0,Production,REF1385
IT01565,02-02-2025,P003,RM,268,0,Sale,REF980
IT01566,13-05-2025,P002,FG,4943,0,Production,REF92
IT01567,11-05-2025,P003,RM,2549,0,Purchase,REF157
IT01568,20-03-2025,P002,RM,2550,0,Sale,REF1437
IT01569,28-02-2025,P003,FG,838,0,Purchase,REF407
IT01570,24-04-2025,P001,FG,3281,0,Sale,REF806
IT01571,20-01-2025,P003,RM,4373,0,Sale,REF1309
IT01572,08-06-2025,P002,RM,3587,0,Purchase,REF476
IT01573,02-04-2025,P002,FG,2478,0,Production,REF844
IT01574,17-03-2025,P001,RM,3875,0,Production,REF1487
IT01575,06-01-2025,P001,FG,3500,0,Purchase,REF276
IT01576,25-02-2025,P002,RM,2615,0,Purchase,REF728
IT01577,04-04-2025,P002,RM,4770,0,Sale,REF1441
IT01578,01-03-2025,P001,FG,1206,0,Sale,REF427
IT01579,25-05-2025,P001,FG,309,0,Sale,REF755
IT01580,28-02-2025,P001,RM,2492,0,Production,REF186
IT01581,18-01-2025,P003,FG,3079,0,Sale,REF521
IT01582,30-05-2025,P002,FG,4403,0,Purchase,REF956
IT01583,16-03-2025,P002,FG,1698,0,Sale,REF522
IT01584,01-02-2025,P002,FG,3184,0,Sale,REF581
IT01585,10-03-2025,P003,RM,674,0,Production,REF131
IT01586,28-03-2025,P001,RM,3620,0,Purchase,REF158
IT01587,14-04-2025,P003,RM,4207,0,Sale,REF588
IT01588,18-03-2025,P002,FG,810,0,Production,REF1432
IT01589,07-03-2025,P003,RM,479,0,Sale,REF998
IT01590,07-01-2025,P003,RM,3684,0,Sale,REF1473
IT01591,14-04-2025,P002,RM,1027,0,Purchase,REF59
IT01592,12-06-2025,P002,RM,1241,0,Sale,REF1487
IT01593,17-02-2025,P001,RM,4793,0,Production,REF773
IT01594,01-02-2025,P003,FG,3706,0,Production,REF848
IT01595,01-01-2025,P001,FG,3567,0,Sale,REF808
IT01596,14-02-2025,P001,RM,1970,0,Purchase,REF274
IT01597,07-06-2025,P003,RM,1803,0,Purchase,REF428
IT01598,22-05-2025,P001,FG,3585,0,Production,REF734
IT01599,02-05-2025,P002,RM,132,0,Production,REF307
IT01600,14-04-2025,P001,FG,2493,0,Production,REF56
IT01601,04-03-2025,P002,RM,1345,0,Production,REF623
IT01602,22-04-2025,P002,RM,3239,0,Production,REF108
IT01603,09-04-2025,P001,FG,901,0,Purchase,REF778
IT01604,26-05-2025,P003,FG,1787,0,Sale,REF1317
IT01605,02-04-2025,P003,RM,3124,0,Sale,REF375
IT01606,07-04-2025,P002,RM,3981,0,Production,REF1245
IT01607,25-02-2025,P003,FG,368,0,Purchase,REF367
IT01608,17-01-2025,P003,RM,2740,0,Production,REF591
IT01609,13-04-2025,P002,RM,2095,0,Purchase,REF1093
IT01610,27-05-2025,P001,FG,4390,0,Production,REF494
IT01611,06-03-2025,P002,FG,1912,0,Production,REF1498
IT01612,25-06-2025,P002,FG,685,0,Sale,REF406
IT01613,24-01-2025,P001,FG,1219,0,Sale,REF1205
IT01614,13-05-2025,P002,FG,3751,0,Purchase,REF131
IT01615,16-03-2025,P001,FG,1097,0,Production,REF500
IT01616,16-06-2025,P002,FG,3611,0,Purchase,REF1053
IT01617,28-06-2025,P003,FG,1591,0,Sale,REF106
IT01618,28-06-2025,P003,FG,489,0,Purchase,REF176
IT01619,30-05-2025,P001,FG,2556,0,Purchase,REF133
IT01620,21-04-2025,P002,FG,2049,0,Purchase,REF1293
IT01621,05-05-2025,P003,RM,851,0,Sale,REF935
IT01622,07-06-2025,P003,FG,797,0,Sale,REF1075
IT01623,19-03-2025,P001,FG,2622,0,Production,REF109
IT01624,16-06-2025,P001,RM,3330,0,Production,REF1185
IT01625,19-01-2025,P002,FG,1621,0,Purchase,REF1448
IT01626,14-04-2025,P001,RM,1607,0,Purchase,REF400
IT01627,09-05-2025,P002,FG,444,0,Sale,REF1416
IT01628,22-06-2025,P002,RM,2745,0,Purchase,REF591
IT01629,16-03-2025,P001,RM,782,0,Production,REF838
IT01630,27-01-2025,P002,RM,3935,0,Production,REF655
IT01631,06-02-2025,P001,RM,4823,0,Production,REF870
IT01632,13-05-2025,P001,RM,2046,0,Purchase,REF280
IT01633,09-01-2025,P002,RM,2276,0,Sale,REF268
IT01634,13-01-2025,P002,FG,1508,0,Purchase,REF1342
IT01635,19-06-2025,P003,RM,225,0,Purchase,REF234
IT01636,17-05-2025,P002,RM,1701,0,Purchase,REF1180
IT01637,28-02-2025,P003,RM,827,0,Production,REF372
IT01638,30-01-2025,P001,RM,4235,0,Purchase,REF1225
IT01639,16-04-2025,P003,FG,2082,0,Production,REF259
IT01640,17-02-2025,P003,FG,1774,0,Production,REF611
IT01641,20-04-2025,P001,RM,4992,0,Production,REF1196
IT01642,20-04-2025,P001,FG,4194,0,Purchase,REF112
IT01643,05-03-2025,P002,FG,4778,0,Sale,REF1373
IT01644,12-03-2025,P003,FG,3879,0,Purchase,REF1274
IT01645,02-04-2025,P002,RM,3865,0,Production,REF1410
IT01646,14-04-2025,P002,FG,1454,0,Sale,REF136
IT01647,10-04-2025,P001,FG,2191,0,Purchase,REF1310
IT01648,08-06-2025,P002,FG,4185,0,Production,REF216
IT01649,05-04-2025,P001,RM,2183,0,Production,REF1192
IT01650,15-03-2025,P002,FG,3038,0,Production,REF890
IT01651,28-03-2025,P001,FG,2603,0,Purchase,REF1299
IT01652,28-03-2025,P003,RM,4723,0,Purchase,REF594
IT01653,07-05-2025,P003,RM,1659,0,Production,REF212
IT01654,21-01-2025,P001,FG,2775,0,Sale,REF1430
IT01655,10-06-2025,P003,RM,3427,0,Production,REF556
IT01656,16-04-2025,P003,FG,1740,0,Sale,REF879
IT01657,07-01-2025,P002,RM,2018,0,Production,REF1497
IT01658,17-03-2025,P003,FG,4410,0,Sale,REF1309
IT01659,20-05-2025,P003,RM,1936,0,Production,REF197
IT01660,22-06-2025,P003,RM,2903,0,Purchase,REF807
IT01661,27-06-2025,P002,RM,4221,0,Purchase,REF502
IT01662,23-02-2025,P002,RM,189,0,Production,REF121
IT01663,02-01-2025,P001,FG,3862,0,Sale,REF1257
IT01664,22-05-2025,P003,RM,3470,0,Sale,REF287
IT01665,27-05-2025,P001,RM,3167,0,Purchase,REF251
IT01666,20-02-2025,P003,FG,2338,0,Production,REF813
IT01667,14-06-2025,P002,RM,1506,0,Sale,REF1185
IT01668,29-06-2025,P002,FG,1347,0,Production,REF421
IT01669,28-01-2025,P002,RM,1566,0,Sale,REF1199
IT01670,03-01-2025,P001,FG,4822,0,Sale,REF538
IT01671,20-06-2025,P001,RM,4142,0,Sale,REF848
IT01672,26-05-2025,P002,RM,3139,0,Sale,REF840
IT01673,16-04-2025,P003,RM,3698,0,Purchase,REF674
IT01674,29-01-2025,P001,RM,1807,0,Production,REF221
IT01675,27-05-2025,P001,RM,1391,0,Production,REF1472
IT01676,04-06-2025,P002,RM,2022,0,Purchase,REF399
IT01677,11-03-2025,P002,RM,1854,0,Production,REF1364
IT01678,18-06-2025,P001,FG,3434,0,Sale,REF206
IT01679,25-05-2025,P003,FG,2305,0,Purchase,REF1492
IT01680,22-04-2025,P002,RM,508,0,Purchase,REF152
IT01681,24-01-2025,P001,FG,2056,0,Purchase,REF580
IT01682,19-06-2025,P003,RM,4737,0,Purchase,REF98
IT01683,10-01-2025,P001,FG,2552,0,Production,REF244
IT01684,09-01-2025,P003,RM,3311,0,Sale,REF1234
IT01685,16-03-2025,P001,RM,324,0,Purchase,REF529
IT01686,19-03-2025,P003,FG,4111,0,Purchase,REF123
IT01687,20-02-2025,P001,FG,1716,0,Purchase,REF1425
IT01688,21-06-2025,P001,FG,3916,0,Sale,REF205
IT01689,08-04-2025,P001,RM,1682,0,Production,REF985
IT01690,07-05-2025,P001,RM,810,0,Purchase,REF1445
IT01691,24-06-2025,P002,RM,800,0,Purchase,REF622
IT01692,11-02-2025,P003,RM,3800,0,Production,REF189
IT01693,17-05-2025,P002,FG,976,0,Production,REF280
IT01694,05-06-2025,P001,FG,3969,0,Production,REF1045
IT01695,08-04-2025,P002,FG,3018,0,Purchase,REF1240
IT01696,22-05-2025,P001,RM,587,0,Sale,REF1023
IT01697,18-06-2025,P002,RM,2471,0,Sale,REF587
IT01698,14-06-2025,P001,RM,1387,0,Production,REF582
IT01699,02-03-2025,P001,FG,392,0,Purchase,REF679
IT01700,02-06-2025,P003,FG,421,0,Sale,REF380
IT01701,15-04-2025,P003,FG,3182,0,Production,REF691
IT01702,14-02-2025,P003,FG,1369,0,Sale,REF639
IT01703,05-02-2025,P003,FG,614,0,Production,REF997
IT01704,30-05-2025,P003,FG,532,0,Sale,REF1077
IT01705,10-04-2025,P003,FG,2940,0,Sale,REF1168
IT01706,15-01-2025,P001,FG,4897,0,Purchase,REF1211
IT01707,26-04-2025,P002,FG,2791,0,Purchase,REF749
IT01708,17-03-2025,P001,RM,2982,0,Production,REF1307
IT01709,09-02-2025,P002,FG,707,0,Purchase,REF1339
IT01710,04-04-2025,P001,FG,2962,0,Production,REF17
IT01711,19-06-2025,P001,RM,3902,0,Production,REF1340
IT01712,26-02-2025,P001,FG,2248,0,Sale,REF1328
IT01713,08-03-2025,P001,FG,3448,0,Purchase,REF11
IT01714,15-04-2025,P003,RM,28,0,Sale,REF557
IT01715,04-02-2025,P003,RM,821,0,Purchase,REF967
IT01716,19-02-2025,P003,RM,3339,0,Purchase,REF720
IT01717,28-02-2025,P001,RM,1321,0,Purchase,REF359
IT01718,14-03-2025,P001,FG,4555,0,Production,REF670
IT01719,19-02-2025,P002,FG,1274,0,Purchase,REF3
IT01720,10-01-2025,P003,FG,2235,0,Production,REF1240
IT01721,06-04-2025,P001,RM,948,0,Purchase,REF711
IT01722,19-02-2025,P002,FG,243,0,Purchase,REF338
IT01723,03-02-2025,P001,FG,4346,0,Production,REF241
IT01724,23-05-2025,P001,FG,2944,0,Sale,REF493
IT01725,19-05-2025,P001,RM,239,0,Purchase,REF615
IT01726,26-03-2025,P001,FG,838,0,Purchase,REF1256
IT01727,11-05-2025,P001,FG,2727,0,Production,REF962
IT01728,27-04-2025,P002,RM,4552,0,Sale,REF75
IT01729,14-06-2025,P003,RM,1435,0,Purchase,REF790
IT01730,08-05-2025,P003,RM,1818,0,Sale,REF466
IT01731,30-05-2025,P001,RM,3806,0,Purchase,REF455
IT01732,03-03-2025,P003,FG,3642,0,Sale,REF1180
IT01733,26-03-2025,P003,FG,112,0,Production,REF1010
IT01734,27-05-2025,P002,RM,3048,0,Sale,REF570
IT01735,01-01-2025,P002,FG,1528,0,Sale,REF1306
IT01736,02-04-2025,P001,FG,400,0,Purchase,REF773
IT01737,10-04-2025,P002,FG,546,0,Production,REF493
IT01738,11-03-2025,P002,FG,1913,0,Purchase,REF170
IT01739,06-02-2025,P002,FG,3269,0,Purchase,REF457
IT01740,18-01-2025,P002,RM,3426,0,Purchase,REF733
IT01741,12-05-2025,P002,RM,1801,0,Production,REF1481
IT01742,13-06-2025,P003,FG,3264,0,Production,REF552
IT01743,08-05-2025,P001,FG,2468,0,Purchase,REF1089
IT01744,03-03-2025,P003,RM,2310,0,Production,REF357
IT01745,12-05-2025,P001,RM,1741,0,Production,REF164
IT01746,20-03-2025,P001,FG,3722,0,Production,REF506
IT01747,28-01-2025,P002,FG,3263,0,Production,REF940
IT01748,08-01-2025,P002,RM,2308,0,Production,REF1154
IT01749,11-02-2025,P002,RM,3103,0,Production,REF927
IT01750,24-02-2025,P001,RM,503,0,Sale,REF693
IT01751,02-04-2025,P001,RM,4913,0,Purchase,REF660
IT01752,15-05-2025,P002,RM,4405,0,Purchase,REF573
IT01753,04-06-2025,P002,FG,165,0,Purchase,REF1414
IT01754,24-04-2025,P001,RM,4915,0,Production,REF606
IT01755,05-02-2025,P001,RM,1285,0,Production,REF179
IT01756,19-05-2025,P001,RM,3336,0,Production,REF1402
IT01757,15-02-2025,P002,FG,1972,0,Sale,REF430
IT01758,12-04-2025,P001,RM,3889,0,Production,REF68
IT01759,01-03-2025,P003,RM,1764,0,Sale,REF93
IT01760,02-04-2025,P001,RM,2474,0,Purchase,REF93
IT01761,21-06-2025,P003,RM,3424,0,Purchase,REF1181
IT01762,24-02-2025,P002,RM,1960,0,Production,REF1238
IT01763,04-06-2025,P001,RM,3991,0,Purchase,REF1324
IT01764,29-05-2025,P003,FG,177,0,Production,REF204
IT01765,17-02-2025,P002,FG,3086,0,Sale,REF1471
IT01766,17-01-2025,P003,FG,2300,0,Production,REF1229
IT01767,26-04-2025,P003,RM,2532,0,Purchase,REF1
IT01768,25-02-2025,P001,RM,2340,0,Purchase,REF789
IT01769,17-05-2025,P001,FG,3839,0,Production,REF772
IT01770,15-03-2025,P001,FG,2372,0,Purchase,REF243
IT01771,20-02-2025,P003,RM,2422,0,Purchase,REF1373
IT01772,20-04-2025,P002,FG,3697,0,Production,REF120
IT01773,18-06-2025,P002,FG,2822,0,Purchase,REF257
IT01774,10-02-2025,P003,RM,217,0,Sale,REF1328
IT01775,21-05-2025,P001,FG,2630,0,Sale,REF152
IT01776,03-02-2025,P001,RM,490,0,Sale,REF234
IT01777,10-06-2025,P003,FG,3201,0,Purchase,REF792
IT01778,22-02-2025,P002,RM,3914,0,Purchase,REF310
IT01779,01-02-2025,P003,FG,1625,0,Sale,REF319
IT01780,07-04-2025,P003,FG,586,0,Sale,REF1050
IT01781,26-02-2025,P002,RM,3011,0,Purchase,REF586
IT01782,21-03-2025,P001,RM,1247,0,Purchase,REF60
IT01783,28-03-2025,P001,RM,2005,0,Purchase,REF1440
IT01784,06-02-2025,P002,FG,599,0,Production,REF1228
IT01785,08-04-2025,P003,RM,4114,0,Purchase,REF981
IT01786,27-01-2025,P002,RM,4385,0,Sale,REF1018
IT01787,26-05-2025,P001,FG,3381,0,Purchase,REF1073
IT01788,25-01-2025,P001,FG,1142,0,Sale,REF63
IT01789,11-02-2025,P003,FG,3177,0,Production,REF600
IT01790,24-04-2025,P001,FG,1507,0,Purchase,REF296
